Frame,Time (Seconds),RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z,gait_type
0,0.0,-0.03378,0.00431,0.152624,-0.987697,-1.734558,0.584173,0.040078,0.050994,-0.03151,0.48583,-0.871995,-1.852358,0.353172,0.035628,0.018961,0.014677,-0.198502,0.979807,-1.777562,0.439541,0.94729,walk
1,0.008333,-0.033681,0.00434,0.152661,-0.987695,-1.734554,0.584186,0.04007,0.051027,-0.031546,0.485814,-0.872001,-1.852358,0.35317,0.035624,0.019095,0.01464,-0.198028,0.979901,-1.777741,0.439415,0.947282,walk
2,0.016667,-0.033634,0.004401,0.152687,-0.987692,-1.734545,0.584197,0.040056,0.05093,-0.031514,0.485787,-0.872023,-1.852355,0.353161,0.035628,0.019151,0.014755,-0.197567,0.979991,-1.777914,0.439263,0.947312,walk
3,0.025,-0.033588,0.004408,0.152727,-0.987688,-1.734541,0.584223,0.04005,0.050921,-0.031566,0.485763,-0.872035,-1.852346,0.353152,0.03563,0.019263,0.014739,-0.197033,0.980097,-1.778106,0.439097,0.947338,walk
4,0.033333,-0.033506,0.004404,0.15278,-0.987682,-1.73453,0.584252,0.040034,0.050897,-0.031613,0.485719,-0.872059,-1.852342,0.353146,0.03563,0.019379,0.014723,-0.196416,0.980219,-1.778332,0.438914,0.947379,walk
5,0.041667,-0.03342,0.004435,0.152855,-0.987673,-1.734523,0.584282,0.040034,0.050881,-0.031559,0.485705,-0.87207,-1.852344,0.35315,0.035642,0.019366,0.01462,-0.195846,0.980335,-1.778565,0.438708,0.947426,walk
6,0.05,-0.03329,0.004438,0.152967,-0.98766,-1.734514,0.584317,0.040029,0.050801,-0.031579,0.485652,-0.872104,-1.852334,0.353142,0.035644,0.019438,0.014662,-0.195105,0.98048,-1.7788,0.438525,0.947451,walk
7,0.058333,-0.033175,0.004481,0.153064,-0.987649,-1.734507,0.58436,0.040034,0.050725,-0.031548,0.485632,-0.87212,-1.852334,0.353142,0.035643,0.019524,0.014714,-0.194437,0.98061,-1.779015,0.438281,0.947443,walk
8,0.066667,-0.03308,0.004472,0.153163,-0.987637,-1.7345,0.584403,0.04003,0.050659,-0.031551,0.485587,-0.872149,-1.852331,0.353128,0.035649,0.019454,0.014844,-0.193785,0.980739,-1.779298,0.43804,0.947479,walk
9,0.075,-0.032911,0.00445,0.153272,-0.987626,-1.734494,0.584443,0.040032,0.050546,-0.031505,0.48554,-0.872183,-1.852337,0.353123,0.035641,0.019542,0.014984,-0.192876,0.980914,-1.779617,0.437781,0.947502,walk
