Frame,Time (Seconds),RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z,gait_type
0,0.0,-0.00043,0.009316,0.937388,-0.348161,-0.165191,0.465486,0.038679,-0.001169,0.040551,-0.99742,0.05922,-0.350665,0.706056,0.046311,0.00268,0.027087,-0.99867,0.043797,-0.201486,0.519693,0.946153,step_acsent
1,0.008333,-0.000611,0.009568,0.937394,-0.34814,-0.16516,0.465486,0.038695,-0.000576,0.047458,-0.996993,0.061258,-0.350603,0.705507,0.045969,0.003236,0.026715,-0.998567,0.04626,-0.201942,0.520047,0.946063,step_acsent
2,0.016667,-0.000407,0.009497,0.937396,-0.348136,-0.165235,0.46546,0.038712,-0.000558,0.051712,-0.996822,0.060594,-0.350394,0.705365,0.045508,0.003373,0.026279,-0.998457,0.048807,-0.202428,0.520232,0.945941,step_acsent
3,0.025,-0.000164,0.009183,0.937379,-0.348191,-0.165214,0.465496,0.038672,-0.000676,0.053657,-0.996808,0.059115,-0.350171,0.705568,0.045057,0.003442,0.025855,-0.998339,0.051362,-0.202992,0.520592,0.945886,step_acsent
4,0.033333,-0.000169,0.0092,0.937335,-0.348309,-0.165194,0.465542,0.038634,-0.000213,0.054246,-0.996863,0.05764,-0.350006,0.70598,0.044665,0.003596,0.025315,-0.998192,0.054393,-0.203638,0.520898,0.945911,step_acsent
5,0.041667,-0.000436,0.009407,0.937386,-0.348164,-0.165188,0.465511,0.038687,0.001115,0.055712,-0.996856,0.056325,-0.349913,0.706398,0.044253,0.003413,0.025058,-0.998049,0.057093,-0.204345,0.521111,0.94574,step_acsent
6,0.05,-0.000305,0.00941,0.937418,-0.348078,-0.165219,0.465483,0.038707,0.002159,0.056379,-0.996809,0.056468,-0.350119,0.706811,0.04406,0.003489,0.024846,-0.997913,0.059495,-0.204933,0.521499,0.945641,step_acsent
7,0.058333,-0.000151,0.00924,0.937415,-0.348091,-0.165209,0.465497,0.038686,0.001327,0.056044,-0.996835,0.056369,-0.350224,0.707025,0.043838,0.003934,0.024474,-0.997755,0.062215,-0.205509,0.521833,0.945584,step_acsent
8,0.066667,-4.9e-05,0.009093,0.937397,-0.348144,-0.165209,0.465519,0.038671,0.000261,0.055466,-0.996889,0.055991,-0.350324,0.707228,0.043628,0.004185,0.024526,-0.997583,0.064877,-0.206151,0.52209,0.945455,step_acsent
9,0.075,-0.000388,0.009465,0.937414,-0.348087,-0.165189,0.465499,0.03873,-0.000235,0.055051,-0.996952,0.055287,-0.350444,0.707503,0.043454,0.004856,0.024184,-0.997378,0.068037,-0.206744,0.522526,0.945457,step_acsent
10,0.083333,-0.000254,0.009319,0.937401,-0.348127,-0.165185,0.465499,0.038717,-0.00037,0.054831,-0.997018,0.054303,-0.350487,0.707732,0.043325,0.005331,0.024232,-0.997184,0.070766,-0.207319,0.522945,0.945407,step_acsent
11,0.091667,-8.4e-05,0.009173,0.937352,-0.348263,-0.165192,0.465522,0.038693,-0.000527,0.054605,-0.997081,0.053369,-0.350488,0.707877,0.0432,0.005188,0.024367,-0.996993,0.073384,-0.207969,0.523351,0.945431,step_acsent
12,0.1,2.4e-05,0.008976,0.937295,-0.348421,-0.16521,0.465546,0.03869,-0.00082,0.054369,-0.99713,0.05269,-0.350489,0.707956,0.04308,0.004684,0.024037,-0.996841,0.075558,-0.208426,0.523684,0.945434,step_acsent
13,0.108333,-0.000366,0.009498,0.937294,-0.34841,-0.165199,0.465535,0.038746,-0.001152,0.054449,-0.997135,0.052489,-0.35051,0.707995,0.042999,0.005495,0.024132,-0.99661,0.078457,-0.208954,0.524388,0.94565,step_acsent
14,0.116667,-0.000233,0.009495,0.937267,-0.348482,-0.165207,0.465553,0.038729,-0.001459,0.054598,-0.997129,0.052438,-0.350518,0.707996,0.042938,0.00512,0.024521,-0.996349,0.081614,-0.20918,0.524884,0.945725,step_acsent
15,0.125,-0.000187,0.009489,0.937212,-0.348631,-0.165225,0.465581,0.038721,-0.001681,0.054615,-0.997137,0.052277,-0.350511,0.707989,0.042876,0.005526,0.024799,-0.996186,0.083479,-0.209625,0.525426,0.945765,step_acsent
16,0.133333,-0.000129,0.009409,0.937161,-0.348769,-0.165241,0.46561,0.038711,-0.001893,0.05466,-0.997151,0.051948,-0.350512,0.707975,0.042825,0.005451,0.02555,-0.995963,0.085878,-0.21039,0.526113,0.945954,step_acsent
17,0.141667,-0.000287,0.009685,0.937123,-0.348865,-0.165286,0.465635,0.038737,-0.002186,0.054918,-0.997148,0.051722,-0.350547,0.707978,0.042775,0.006083,0.026394,-0.995736,0.088189,-0.210981,0.52687,0.946065,step_acsent
18,0.15,-0.00021,0.009729,0.937086,-0.348963,-0.165303,0.465664,0.038722,-0.002316,0.055226,-0.997141,0.051519,-0.350577,0.707981,0.042745,0.006419,0.027335,-0.995517,0.090321,-0.211487,0.527525,0.946124,step_acsent
19,0.158333,-0.000298,0.00993,0.937052,-0.349049,-0.16533,0.465688,0.038744,-0.002545,0.055274,-0.997149,0.051296,-0.350593,0.707992,0.042706,0.007029,0.027825,-0.995314,0.092341,-0.212046,0.528341,0.94626,step_acsent
20,0.166667,-0.00024,0.010053,0.937039,-0.34908,-0.165343,0.4657,0.038743,-0.002715,0.05526,-0.997162,0.051054,-0.350592,0.708009,0.042668,0.007368,0.028388,-0.995065,0.094792,-0.212906,0.529118,0.946498,step_acsent
21,0.175,-0.000173,0.010061,0.937004,-0.349175,-0.165347,0.465719,0.038738,-0.002972,0.054967,-0.997186,0.050881,-0.350605,0.708028,0.042618,0.00724,0.028325,-0.994931,0.096221,-0.213453,0.529738,0.946648,step_acsent
22,0.183333,-0.000109,0.010114,0.936965,-0.349278,-0.165349,0.465739,0.038733,-0.003153,0.054717,-0.997212,0.05063,-0.350607,0.708051,0.042573,0.007579,0.028354,-0.994718,0.098361,-0.214112,0.530591,0.946919,step_acsent
23,0.191667,-0.000201,0.010206,0.936931,-0.349365,-0.165351,0.465755,0.03875,-0.003271,0.054604,-0.997224,0.050518,-0.350615,0.708072,0.042529,0.008271,0.028472,-0.994555,0.099903,-0.214478,0.531313,0.946795,step_acsent
24,0.2,-0.00016,0.010379,0.936894,-0.34946,-0.165351,0.465775,0.038752,-0.003497,0.054581,-0.997231,0.050382,-0.350618,0.708082,0.042491,0.008877,0.029302,-0.994248,0.102638,-0.215241,0.532335,0.946886,step_acsent
25,0.208333,-0.000163,0.010521,0.936854,-0.349562,-0.165344,0.465794,0.038753,-0.003614,0.054714,-0.997224,0.05038,-0.350608,0.708086,0.042456,0.009144,0.028894,-0.994129,0.103868,-0.21571,0.533122,0.946883,step_acsent
26,0.216667,-0.00017,0.010758,0.936809,-0.349677,-0.165334,0.46582,0.038754,-0.003742,0.054811,-0.997219,0.050364,-0.350605,0.708075,0.042436,0.009711,0.028395,-0.993944,0.105709,-0.216264,0.534055,0.946827,step_acsent
27,0.225,-0.000179,0.01103,0.936767,-0.349779,-0.165324,0.465846,0.038747,-0.003895,0.054998,-0.997204,0.050436,-0.350603,0.70806,0.042404,0.009762,0.028676,-0.993686,0.10803,-0.216976,0.53496,0.946872,step_acsent
28,0.233333,-0.000249,0.011287,0.93673,-0.349872,-0.165323,0.465864,0.038763,-0.003992,0.055153,-0.997195,0.050443,-0.35058,0.708047,0.042376,0.010091,0.028957,-0.99342,0.110349,-0.217736,0.535821,0.946998,step_acsent
29,0.241667,-0.000327,0.011575,0.936701,-0.349938,-0.165304,0.465882,0.038768,-0.004204,0.055258,-0.997187,0.050474,-0.35057,0.708028,0.042341,0.010228,0.028675,-0.993138,0.112918,-0.218243,0.536747,0.947111,step_acsent
30,0.25,-0.000322,0.011741,0.93666,-0.350043,-0.165303,0.465905,0.038781,-0.004369,0.055294,-0.997181,0.050534,-0.35056,0.708018,0.042307,0.010967,0.028797,-0.992861,0.115232,-0.218959,0.537709,0.947043,step_acsent
31,0.258333,-0.000432,0.012062,0.936647,-0.350066,-0.165285,0.465913,0.038793,-0.004546,0.055328,-0.997172,0.05065,-0.350551,0.708012,0.042272,0.011461,0.029828,-0.992436,0.118535,-0.220022,0.538351,0.947195,step_acsent
32,0.266667,-0.000411,0.012184,0.936605,-0.350175,-0.165255,0.465916,0.038786,-0.004747,0.055384,-0.997163,0.050747,-0.350541,0.708012,0.04224,0.012095,0.030174,-0.992069,0.121418,-0.22062,0.539254,0.94724,step_acsent
33,0.275,-0.000467,0.012371,0.936585,-0.350222,-0.165237,0.465926,0.0388,-0.004872,0.055411,-0.997154,0.050884,-0.350534,0.708014,0.042201,0.012342,0.030265,-0.991708,0.12429,-0.221361,0.54008,0.947308,step_acsent
34,0.283333,-0.000531,0.012465,0.936539,-0.350343,-0.165228,0.465937,0.038811,-0.004985,0.055485,-0.997147,0.050932,-0.350524,0.708016,0.042172,0.012951,0.030659,-0.991387,0.126669,-0.222106,0.540798,0.947337,step_acsent
35,0.291667,-0.000432,0.0126,0.936495,-0.350454,-0.165218,0.46595,0.038811,-0.005176,0.05554,-0.997136,0.051071,-0.350512,0.708031,0.042135,0.013781,0.030997,-0.990928,0.130044,-0.223002,0.541716,0.947403,step_acsent
36,0.3,-0.000761,0.012711,0.936481,-0.350488,-0.165122,0.465942,0.038844,-0.005287,0.055565,-0.997131,0.051135,-0.35051,0.708019,0.042109,0.013892,0.031191,-0.990542,0.132896,-0.223778,0.542363,0.947477,step_acsent
37,0.308333,-0.000684,0.012894,0.936443,-0.350581,-0.165155,0.465943,0.038863,-0.005464,0.055626,-0.997121,0.051234,-0.350497,0.708024,0.042073,0.014287,0.031238,-0.990142,0.135788,-0.224645,0.543164,0.94753,step_acsent
38,0.316667,-0.000976,0.013062,0.936359,-0.350799,-0.165118,0.465977,0.038876,-0.005562,0.05565,-0.997115,0.051326,-0.350495,0.708032,0.042056,0.014465,0.030328,-0.98992,0.137586,-0.225066,0.544194,0.947476,step_acsent
39,0.325,-0.000741,0.013031,0.936324,-0.350895,-0.165141,0.46597,0.038891,-0.005709,0.055656,-0.997108,0.051427,-0.350478,0.708039,0.042021,0.015091,0.030101,-0.989505,0.14052,-0.225758,0.545059,0.947598,step_acsent
40,0.333333,-0.000791,0.013067,0.936284,-0.351001,-0.165136,0.465979,0.038913,-0.005811,0.055565,-0.997109,0.0515,-0.350487,0.708047,0.041999,0.015242,0.030731,-0.989062,0.143453,-0.226611,0.54583,0.947726,step_acsent
41,0.341667,-0.000887,0.013189,0.936202,-0.351213,-0.165136,0.465987,0.03893,-0.005959,0.055466,-0.997111,0.051547,-0.35047,0.70806,0.041961,0.015581,0.031049,-0.98864,0.146234,-0.227349,0.546673,0.947767,step_acsent
42,0.35,-0.001031,0.013045,0.936094,-0.351505,-0.165072,0.466014,0.038925,-0.006125,0.055333,-0.997115,0.051601,-0.350466,0.708069,0.041922,0.016076,0.030778,-0.988259,0.148791,-0.228241,0.547516,0.947879,step_acsent
43,0.358333,-0.001016,0.013272,0.936056,-0.351599,-0.165133,0.466004,0.038955,-0.006276,0.05529,-0.99711,0.051719,-0.350465,0.70809,0.041893,0.016601,0.030552,-0.987832,0.151587,-0.228886,0.548386,0.947986,step_acsent
44,0.366667,-0.001133,0.013204,0.935963,-0.351849,-0.165087,0.46603,0.038953,-0.006398,0.055142,-0.997115,0.051776,-0.350457,0.70811,0.041859,0.016965,0.030904,-0.987394,0.154307,-0.229754,0.54919,0.94798,step_acsent
45,0.375,-0.001299,0.01355,0.935907,-0.351985,-0.165149,0.466021,0.038991,-0.006521,0.055016,-0.997116,0.051864,-0.35045,0.708129,0.041824,0.017453,0.030686,-0.987033,0.156589,-0.230467,0.550123,0.947999,step_acsent
46,0.383333,-0.001409,0.013417,0.935804,-0.352261,-0.165089,0.46605,0.038978,-0.006681,0.054821,-0.997127,0.051849,-0.350431,0.708144,0.041785,0.017004,0.02964,-0.98665,0.159232,-0.231266,0.550943,0.948201,step_acsent
47,0.391667,-0.001552,0.013596,0.935732,-0.352446,-0.165091,0.466064,0.038994,-0.006848,0.054737,-0.997128,0.051891,-0.350417,0.70816,0.041747,0.017646,0.028336,-0.986238,0.16193,-0.232017,0.551763,0.948293,step_acsent
48,0.4,-0.001721,0.014075,0.935702,-0.352507,-0.165164,0.466045,0.039043,-0.006959,0.054637,-0.997133,0.051881,-0.350403,0.708173,0.041715,0.018259,0.02896,-0.98585,0.164099,-0.232781,0.552756,0.948296,step_acsent
49,0.408333,-0.001799,0.013969,0.9356,-0.352781,-0.16511,0.466081,0.039031,-0.007163,0.05456,-0.997136,0.051889,-0.350394,0.708186,0.041683,0.01847,0.028786,-0.985405,0.166754,-0.233601,0.553432,0.948067,step_acsent
50,0.416667,-0.002035,0.01415,0.935531,-0.352957,-0.165119,0.466089,0.039056,-0.007333,0.054541,-0.997135,0.051902,-0.350386,0.708198,0.04165,0.018278,0.029324,-0.985036,0.168848,-0.234445,0.554346,0.948023,step_acsent
51,0.425,-0.002195,0.014316,0.935481,-0.353081,-0.165123,0.466102,0.039075,-0.007431,0.054526,-0.997133,0.051931,-0.350374,0.708205,0.041615,0.018572,0.027856,-0.984626,0.171435,-0.235216,0.555145,0.948246,step_acsent
52,0.433333,-0.002365,0.014433,0.935425,-0.353222,-0.165137,0.466114,0.039095,-0.007626,0.054509,-0.997133,0.051935,-0.350371,0.708205,0.041577,0.019049,0.027825,-0.98423,0.173651,-0.235943,0.556074,0.948281,step_acsent
53,0.441667,-0.002451,0.014521,0.935369,-0.353365,-0.16515,0.466125,0.039113,-0.007761,0.054476,-0.997131,0.051983,-0.350359,0.708221,0.041538,0.018863,0.02787,-0.983867,0.175708,-0.236638,0.557001,0.948144,step_acsent
54,0.45,-0.002633,0.014683,0.935317,-0.353496,-0.165164,0.466128,0.039134,-0.00791,0.05443,-0.997127,0.052077,-0.350365,0.708241,0.041509,0.019344,0.027358,-0.983434,0.178141,-0.237388,0.557845,0.948256,step_acsent
55,0.458333,-0.002769,0.015071,0.935276,-0.353588,-0.165242,0.466124,0.039152,-0.008051,0.054366,-0.997128,0.052102,-0.350367,0.708251,0.04148,0.01975,0.027783,-0.983059,0.180093,-0.238279,0.55866,0.948089,step_acsent
